@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R1-3,5-6,11,14,16,19'

@attribute Gender {Women,Men}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Stock_Availability {Medium,High,Low}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Women,Summer,UPI,New,Medium,Small,High,High,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Small,'Very Low',Low,Moderate,Excellent,Medium,'High Sales'
Women,Summer,UPI,Returning,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,Summer,UPI,New,Medium,Small,High,Low,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Large,Low,High,Infrequent,Poor,Medium,'High Sales'
Women,All-Season,Cash,New,Medium,Large,High,High,Moderate,Poor,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Low,Moderate,Medium,Low,Moderate,Poor,Low,'High Sales'
Women,All-Season,Cash,New,Medium,Small,Low,High,Moderate,Poor,Medium,'High Sales'
Women,Winter,Cash,New,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,UPI,New,Medium,Small,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Cash,New,Medium,Large,Medium,Medium,Moderate,Average,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Small,Medium,Medium,Moderate,Average,Medium,'High Sales'
Men,Summer,'Net Banking',New,High,Moderate,'Very Low',High,Infrequent,Excellent,High,'High Sales'
Women,All-Season,Card,New,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Men,Summer,'Net Banking',New,Medium,Small,'Very Low',Low,Infrequent,Poor,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Large,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Men,Winter,Card,New,Medium,Moderate,'Very Low',High,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Small,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Men,Summer,'Net Banking',New,Low,Moderate,Medium,Low,Moderate,Average,Medium,'High Sales'
Women,Winter,Cash,Returning,Medium,Large,Low,High,Moderate,Average,Medium,'High Sales'
Women,All-Season,Card,New,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,All-Season,Card,New,High,Large,High,High,Moderate,Poor,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,Low,Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,UPI,New,Medium,Small,Medium,Low,Moderate,Average,Medium,'High Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,Low,High,Infrequent,Excellent,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Women,All-Season,Cash,Returning,Medium,Small,High,High,Moderate,Average,Medium,'High Sales'
Women,Winter,'Net Banking',Returning,Medium,Moderate,Low,Low,Moderate,Average,Low,'High Sales'
Women,Winter,Cash,New,Medium,Large,Medium,High,Moderate,Poor,Medium,'High Sales'
Women,Winter,Card,New,Medium,Large,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Summer,UPI,New,High,Small,Low,Medium,Infrequent,Average,High,'High Sales'
Women,Winter,UPI,New,Medium,Moderate,High,Medium,Frequent,Average,Medium,'High Sales'
Men,All-Season,'Net Banking',Returning,Low,Moderate,'Very Low',High,Moderate,Average,Low,'High Sales'
Women,Summer,Card,Returning,High,Large,'Very Low',Low,Moderate,Excellent,High,'High Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,High,Low,Frequent,Poor,Medium,'High Sales'
Women,Summer,'Net Banking',New,Medium,Small,Medium,Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Large,Medium,Low,Moderate,Poor,Medium,'High Sales'
Women,Summer,UPI,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Women,Winter,Card,New,Medium,Large,Medium,Low,Moderate,Poor,Medium,'High Sales'
Women,Winter,UPI,Returning,High,Large,High,Low,Infrequent,Poor,Medium,'High Sales'
Women,All-Season,UPI,Returning,Medium,Large,High,High,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Small,High,Medium,Infrequent,Average,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Moderate,'Very Low',Medium,Frequent,Poor,Medium,'High Sales'
Women,Winter,Cash,New,Medium,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,UPI,New,Medium,Large,'Very Low',High,Moderate,Average,Medium,'High Sales'
Men,Summer,Card,New,High,Moderate,Low,High,Moderate,Excellent,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Large,Medium,High,Moderate,Poor,Medium,'High Sales'
Women,Winter,UPI,Returning,Medium,Small,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Women,Winter,UPI,New,High,Small,Low,High,Moderate,Excellent,High,'High Sales'
Women,All-Season,Cash,New,Medium,Moderate,Low,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Cash,New,High,Small,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,Summer,UPI,New,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Cash,Returning,Medium,Large,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Women,Summer,UPI,Returning,Medium,Large,High,Low,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Card,Returning,High,Small,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Women,Winter,UPI,Returning,Medium,Small,High,Low,Infrequent,Excellent,Medium,'High Sales'
Men,Summer,UPI,New,Medium,Moderate,Medium,Medium,Moderate,Average,Low,'High Sales'
Men,Summer,'Net Banking',New,Low,Small,High,High,Moderate,Excellent,Low,'High Sales'
Men,Winter,'Net Banking',Returning,Medium,Large,Medium,Medium,Moderate,Poor,High,'High Sales'
Men,Summer,UPI,Returning,Low,Large,'Very Low',Medium,Moderate,Average,Low,'High Sales'
Men,Summer,Card,Returning,Low,Small,'Very Low',Medium,Moderate,Excellent,Low,'High Sales'
Women,Summer,Cash,Returning,Medium,Moderate,Low,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Card,New,Medium,Small,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Women,All-Season,Card,New,Medium,Large,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Women,Summer,Card,Returning,Medium,Moderate,Medium,Low,Moderate,Average,High,'High Sales'
Men,Winter,Card,New,Medium,Small,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Small,High,Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Winter,UPI,New,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'High Sales'
Men,Summer,UPI,New,Medium,Moderate,Low,Low,Infrequent,Average,Medium,'High Sales'
Men,All-Season,Cash,New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,New,Medium,Moderate,Medium,Low,Moderate,Excellent,Low,'High Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,High,Low,Moderate,Poor,Medium,'High Sales'
Women,All-Season,Cash,New,Medium,Small,High,High,Infrequent,Average,Medium,'High Sales'
Men,Summer,'Net Banking',New,Medium,Small,Medium,Low,Moderate,Average,Medium,'High Sales'
Women,Winter,Cash,New,Low,Large,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,Returning,Medium,Moderate,Low,Medium,Moderate,Poor,Medium,'High Sales'
Women,Summer,Cash,Returning,Medium,Moderate,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Men,Winter,UPI,New,Medium,Large,Medium,High,Frequent,Excellent,Medium,'High Sales'
Women,All-Season,Card,New,High,Small,'Very Low',Medium,Frequent,Poor,High,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,High,Low,Moderate,Excellent,Medium,'High Sales'
Women,Winter,'Net Banking',Returning,Medium,Large,Medium,High,Moderate,Excellent,Medium,'High Sales'
Women,Summer,Card,New,Medium,Moderate,Medium,High,Moderate,Poor,Medium,'High Sales'
Women,Winter,Cash,New,Medium,Small,Medium,Low,Moderate,Poor,Medium,'High Sales'
Women,Summer,Card,Returning,High,Large,High,High,Moderate,Average,Medium,'High Sales'
Women,Winter,UPI,New,Medium,Moderate,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Men,Winter,'Net Banking',Returning,Medium,Moderate,High,Medium,Moderate,Poor,Medium,'High Sales'
Men,Winter,'Net Banking',Returning,Medium,Large,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,Summer,Card,New,Medium,Large,Low,High,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Men,All-Season,'Net Banking',New,Medium,Moderate,Low,Medium,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Card,Returning,Medium,Small,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Card,New,Medium,Small,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Men,Winter,Cash,New,Medium,Small,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Men,Winter,'Net Banking',New,Low,Moderate,'Very Low',Low,Infrequent,Poor,Low,'High Sales'
Women,Winter,Card,New,Low,Moderate,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,Cash,Returning,Medium,Moderate,Medium,High,Moderate,Poor,Medium,'High Sales'
Women,Summer,'Net Banking',New,Low,Large,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Women,Winter,Cash,New,Medium,Small,Low,Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Card,New,Medium,Small,Medium,High,Moderate,Average,Medium,'High Sales'
Women,All-Season,Cash,Returning,Medium,Large,Low,High,Moderate,Average,Medium,'High Sales'
Men,Summer,Cash,New,Medium,Moderate,Low,High,Moderate,Poor,Medium,'High Sales'
Men,All-Season,'Net Banking',New,Medium,Small,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Moderate,Low,Low,Moderate,Poor,High,'High Sales'
Men,All-Season,Card,Returning,Medium,Small,'Very Low',Medium,Infrequent,Poor,Medium,'High Sales'
Women,Summer,Card,New,Medium,Small,High,Medium,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,'Net Banking',New,Medium,Large,Low,High,Moderate,Average,Medium,'High Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,Low,Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,'Net Banking',Returning,High,Small,High,Low,Moderate,Average,Medium,'High Sales'
Women,Summer,UPI,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,Summer,Card,Returning,Medium,Small,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,UPI,New,High,Large,High,Medium,Moderate,Poor,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Large,High,High,Moderate,Average,Medium,'High Sales'
Women,Winter,'Net Banking',New,High,Small,Medium,Low,Moderate,Poor,High,'High Sales'
Women,Summer,Card,Returning,Medium,Moderate,'Very Low',High,Moderate,Average,Medium,'High Sales'
Men,Winter,'Net Banking',Returning,Medium,Moderate,Medium,Low,Moderate,Poor,High,'High Sales'
Women,Winter,UPI,Returning,Medium,Large,Low,Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,UPI,Returning,Medium,Large,High,Low,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Card,New,Medium,Moderate,Low,Medium,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,New,Medium,Moderate,High,High,Moderate,Poor,Low,'High Sales'
Women,Winter,'Net Banking',Returning,Medium,Large,'Very Low',Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Cash,Returning,Medium,Moderate,High,Medium,Moderate,Excellent,Medium,'High Sales'
Men,Winter,Card,Returning,Medium,Moderate,Low,Medium,Moderate,Poor,Medium,'High Sales'
Women,All-Season,Card,New,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,Summer,Card,Returning,Low,Moderate,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Women,Summer,UPI,Returning,Medium,Small,'Very Low',High,Infrequent,Poor,Medium,'High Sales'
Women,Winter,Card,New,Medium,Moderate,High,Low,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Card,New,Medium,Moderate,High,Medium,Moderate,Poor,Medium,'High Sales'
Women,Summer,'Net Banking',Returning,Medium,Small,Low,Low,Infrequent,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Small,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Men,Winter,UPI,New,Medium,Moderate,Medium,High,Moderate,Excellent,Medium,'High Sales'
Men,Summer,'Net Banking',New,Medium,Small,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Summer,Cash,Returning,Low,Small,'Very Low',High,Infrequent,Average,Low,'High Sales'
Men,Winter,Cash,New,Low,Small,Low,Medium,Infrequent,Average,Low,'High Sales'
Men,Summer,Card,Returning,Medium,Moderate,'Very Low',Medium,Infrequent,Poor,Medium,'High Sales'
Women,Winter,Card,Returning,Medium,Large,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Men,Summer,'Net Banking',Returning,Medium,Large,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Men,Summer,'Net Banking',Returning,Low,Moderate,Low,High,Frequent,Poor,Medium,'High Sales'
Men,Summer,Cash,Returning,Medium,Large,Medium,Low,Moderate,Average,Medium,'High Sales'
Women,Summer,Card,New,Medium,Large,Low,Low,Moderate,Average,Medium,'High Sales'
Women,Summer,Card,New,High,Moderate,High,Low,Moderate,Average,Medium,'High Sales'
Women,Winter,Cash,Returning,Medium,Large,'Very Low',Medium,Frequent,Poor,Medium,'High Sales'
Women,Summer,UPI,New,Medium,Large,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Men,Summer,UPI,New,Medium,Large,'Very Low',High,Infrequent,Poor,Medium,'High Sales'
Men,Summer,UPI,Returning,Medium,Small,Low,Medium,Infrequent,Excellent,Medium,'High Sales'
Women,Summer,Card,Returning,Medium,Small,Medium,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Card,Returning,Medium,Small,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Moderate,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Women,Summer,Cash,New,Medium,Moderate,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Women,Winter,'Net Banking',Returning,Medium,Moderate,'Very Low',Low,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,'Net Banking',New,Medium,Moderate,High,High,Moderate,Poor,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,Medium,Low,Moderate,Excellent,Medium,'High Sales'
Men,Summer,'Net Banking',New,Medium,Moderate,'Very Low',High,Moderate,Average,Medium,'High Sales'
Women,Summer,'Net Banking',New,High,Large,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Small,'Very Low',Low,Infrequent,Poor,Medium,'High Sales'
Women,Winter,Cash,Returning,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Summer,'Net Banking',Returning,Medium,Small,Low,High,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Small,High,Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Card,Returning,Low,Large,'Very Low',Medium,Infrequent,Poor,Medium,'High Sales'
Women,Winter,UPI,Returning,Medium,Large,'Very Low',High,Moderate,Average,Medium,'High Sales'
Women,Summer,Cash,New,Medium,Large,'Very Low',High,Frequent,Excellent,Medium,'High Sales'
Men,Summer,'Net Banking',Returning,High,Small,High,High,Moderate,Average,High,'High Sales'
Men,Winter,Cash,Returning,Medium,Large,Medium,Low,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Cash,Returning,Medium,Large,High,Medium,Frequent,Poor,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Small,Medium,High,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Large,High,Medium,Moderate,Poor,Medium,'High Sales'
Men,Summer,Cash,New,Medium,Moderate,Medium,High,Moderate,Average,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,Low,Low,Moderate,Average,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,New,Medium,Moderate,High,Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Moderate,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Women,All-Season,Card,Returning,High,Moderate,Low,High,Infrequent,Excellent,High,'High Sales'
Women,All-Season,Cash,New,Medium,Moderate,Low,High,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',New,Medium,Large,Medium,High,Moderate,Poor,Medium,'High Sales'
Women,All-Season,Card,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Card,Returning,Medium,Small,Low,High,Moderate,Excellent,Medium,'High Sales'
Women,Winter,UPI,New,Medium,Large,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Men,Summer,UPI,New,Medium,Small,'Very Low',Medium,Moderate,Poor,Low,'High Sales'
Men,Winter,Cash,Returning,Medium,Moderate,Low,Low,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Moderate,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Women,Winter,UPI,Returning,Medium,Moderate,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,New,Medium,Moderate,'Very Low',High,Moderate,Poor,Medium,'High Sales'
Men,Summer,Cash,New,Medium,Large,Medium,High,Moderate,Average,Medium,'High Sales'
Women,Winter,Card,Returning,Medium,Moderate,Low,Low,Moderate,Average,Medium,'High Sales'
Men,All-Season,Cash,Returning,Medium,Moderate,High,Medium,Moderate,Average,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Small,Low,High,Moderate,Poor,Medium,'High Sales'
Women,All-Season,UPI,New,Medium,Large,High,High,Moderate,Poor,Medium,'High Sales'
Women,Winter,Card,Returning,Medium,Moderate,'Very Low',Medium,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Cash,New,High,Large,Low,Low,Moderate,Average,High,'High Sales'
Men,Summer,Cash,Returning,Medium,Moderate,High,Medium,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,Cash,Returning,Medium,Moderate,Low,High,Moderate,Excellent,Medium,'High Sales'
Women,Winter,'Net Banking',Returning,High,Large,Medium,Medium,Moderate,Poor,Medium,'High Sales'
Men,Summer,UPI,New,Medium,Large,Low,Low,Moderate,Excellent,Medium,'High Sales'
Men,Summer,Card,Returning,Medium,Large,High,Low,Infrequent,Excellent,Medium,'High Sales'
Men,All-Season,Cash,New,Medium,Large,'Very Low',Low,Moderate,Poor,Medium,'High Sales'
Men,All-Season,UPI,Returning,Medium,Large,Medium,Medium,Moderate,Poor,Low,'High Sales'
Women,Summer,'Net Banking',New,High,Small,'Very Low',High,Moderate,Excellent,Medium,'High Sales'
Women,All-Season,UPI,Returning,Low,Large,Medium,Medium,Infrequent,Average,Medium,'High Sales'
Men,Summer,Cash,Returning,Medium,Large,Medium,Medium,Moderate,Average,Medium,'High Sales'
Women,Summer,Card,New,Medium,Moderate,Medium,High,Moderate,Excellent,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Small,Low,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Summer,Card,New,Medium,Small,'Very Low',Medium,Infrequent,Average,Medium,'High Sales'
Men,Summer,UPI,Returning,Low,Large,High,Medium,Moderate,Average,Low,'High Sales'
Men,Winter,UPI,New,Medium,Large,High,High,Moderate,Excellent,Medium,'High Sales'
Men,All-Season,UPI,New,Medium,Small,'Very Low',Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,Low,Low,Moderate,Average,Medium,'High Sales'
Men,Winter,Card,Returning,Medium,Large,'Very Low',Low,Moderate,Average,Medium,'High Sales'
Women,Winter,Cash,Returning,Low,Large,High,Medium,Moderate,Average,Low,'High Sales'
Women,All-Season,Card,Returning,Medium,Large,Medium,Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,'Net Banking',Returning,Medium,Moderate,Medium,Medium,Moderate,Average,Medium,'High Sales'
Women,All-Season,UPI,Returning,High,Large,High,Low,Moderate,Average,High,'High Sales'
Women,Winter,UPI,Returning,Medium,Small,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,Card,Returning,Medium,Small,Low,Low,Moderate,Average,Low,'High Sales'
Women,Winter,'Net Banking',New,Medium,Small,'Very Low',High,Infrequent,Excellent,Medium,'High Sales'
Women,All-Season,Card,New,Medium,Large,Medium,Medium,Moderate,Excellent,Medium,'High Sales'
Women,Winter,Cash,New,Medium,Moderate,Medium,High,Frequent,Average,Medium,'High Sales'
Women,All-Season,UPI,Returning,Medium,Moderate,'Very Low',Low,Moderate,Excellent,Medium,'High Sales'
Men,Winter,'Net Banking',Returning,Medium,Moderate,'Very Low',Medium,Moderate,Poor,Medium,'High Sales'
Women,Winter,'Net Banking',New,Medium,Small,High,Medium,Moderate,Average,Medium,'High Sales'
Men,Winter,UPI,New,Medium,Large,Medium,Low,Moderate,Average,Medium,'High Sales'
Men,All-Season,'Net Banking',New,High,Small,'Very Low',Medium,Infrequent,Average,High,'High Sales'
Men,Winter,Cash,New,High,Small,Medium,High,Infrequent,Excellent,Medium,'High Sales'
Men,All-Season,Card,New,Medium,Moderate,Medium,Low,Moderate,Poor,Medium,'High Sales'
Men,Winter,Cash,New,High,Moderate,High,High,Infrequent,Excellent,High,'High Sales'
Women,Winter,UPI,Returning,Medium,Large,Low,Medium,Infrequent,Average,Medium,'High Sales'
Women,Summer,Cash,New,Low,Large,Low,High,Moderate,Poor,Low,'High Sales'
Women,Winter,Card,New,Medium,Small,High,Low,Moderate,Average,Medium,'High Sales'
