@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R4,8-10,12-13,17-18,20'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Cost_Price {Medium,Low,High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Return_Rate {High,Low,Medium}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
'Traditional Wear',Adidas,Palazzo,M,Green,Winter,Medium,High,Low,Senior,Medium,'High Sales'
Bottoms,Diesel,Jacket,XXL,Yellow,All-Season,High,Medium,Low,Teen,Medium,'High Sales'
Tops,Levi’s,Shorts,S,Green,Summer,Medium,Medium,Medium,Teen,Low,'High Sales'
Bottoms,Nike,Blazer,S,Red,All-Season,Medium,High,High,Senior,Low,'High Sales'
Outerwear,Versace,T-Shirt,XXL,Blue,All-Season,Medium,Medium,High,Teen,Low,'High Sales'
Tops,Adidas,Tops,S,Blue,All-Season,Medium,High,Medium,Adult,High,'High Sales'
'Traditional Wear',Puma,Tops,S,Green,Summer,Medium,Medium,Low,Adult,Low,'High Sales'
Outerwear,'Ralph Lauren',T-Shirt,S,Black,Winter,Low,Medium,Low,Adult,Medium,'High Sales'
Tops,Versace,Kurta,S,Green,All-Season,Medium,High,Low,Adult,Low,'High Sales'
Athleisure,'Tommy Hilfiger',Kurta,S,Orange,All-Season,Medium,Medium,Low,Elder,Medium,'High Sales'
Outerwear,Zara,Dress,XXL,Black,Summer,High,High,High,Adult,Low,'High Sales'
'Traditional Wear','Ralph Lauren',Blazer,XL,Black,All-Season,Medium,Medium,High,Teen,Medium,'High Sales'
Athleisure,Diesel,Palazzo,S,Blue,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
Tops,GAP,Hoodie,XL,Black,Summer,Medium,Medium,Medium,Senior,High,'High Sales'
Bottoms,'Tommy Hilfiger','Polo Shirt',M,Black,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
Tops,'Calvin Klein','Track Pants',M,Yellow,Winter,Medium,Medium,High,Adult,Low,'High Sales'
Tops,GAP,Jumpsuit,M,Green,All-Season,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Versace,Saree,S,Black,Summer,High,Medium,Low,Senior,Low,'High Sales'
'Traditional Wear',Wrangler,Palazzo,XXL,Green,All-Season,Medium,High,Medium,Senior,Low,'High Sales'
Tops,Wrangler,Kurta,XXL,Black,All-Season,Medium,Medium,High,Senior,Medium,'High Sales'
Athleisure,Reebok,Skirt,XXL,Pink,Winter,Medium,Medium,Low,Senior,High,'High Sales'
Bottoms,H&M,Skirt,L,Yellow,Summer,High,Medium,Low,Senior,Low,'High Sales'
Athleisure,'Calvin Klein','Polo Shirt',L,Pink,All-Season,Medium,High,Medium,Adult,Low,'High Sales'
Tops,Adidas,Kurta,L,Black,Winter,Medium,High,High,Teen,High,'High Sales'
Tops,Wrangler,Saree,XL,Orange,All-Season,Low,High,Low,Senior,High,'High Sales'
Tops,Zara,Saree,L,Yellow,Summer,Medium,Medium,Medium,Adult,Low,'High Sales'
Outerwear,Balenciaga,Jeans,M,Orange,Winter,Medium,Medium,Low,Senior,Low,'High Sales'
Athleisure,Wrangler,Kurta,S,Pink,Summer,Medium,'Very High',Medium,Elder,Medium,'High Sales'
Bottoms,Levi’s,Leggings,M,Orange,All-Season,Medium,Low,High,Adult,Low,'High Sales'
Bottoms,'Louis Vuitton',Jumpsuit,XL,Yellow,Summer,Medium,Low,High,Adult,Medium,'High Sales'
Athleisure,Diesel,'Casual Shirt',S,Green,All-Season,Medium,High,Low,Teen,Low,'High Sales'
Outerwear,Zara,Shorts,M,Blue,Summer,Medium,Medium,Medium,Adult,Low,'High Sales'
Athleisure,Nike,Leggings,M,Blue,Summer,Low,High,Low,Elder,Low,'High Sales'
'Traditional Wear',Puma,'Casual Shirt',S,Black,All-Season,Medium,High,High,Teen,High,'High Sales'
Tops,Versace,Jeans,S,Pink,All-Season,Medium,Medium,High,Adult,Medium,'High Sales'
Bottoms,'Calvin Klein','Polo Shirt',L,Black,All-Season,Medium,Medium,Low,Adult,Medium,'High Sales'
'Traditional Wear',Versace,Jeans,L,Black,All-Season,Low,High,High,Teen,Medium,'High Sales'
Tops,Gucci,Sweatshirt,XXL,Yellow,Winter,Medium,Medium,Medium,Adult,High,'High Sales'
Tops,'Tommy Hilfiger',Jeans,S,Purple,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
'Traditional Wear',Uniqlo,Jeans,XXL,Green,All-Season,Medium,High,Medium,Senior,Low,'High Sales'
Outerwear,'Louis Vuitton',Leggings,XL,Yellow,All-Season,Medium,High,Medium,Teen,High,'High Sales'
Tops,Balenciaga,'Track Pants',XL,Green,Summer,Medium,High,High,Adult,Low,'High Sales'
Tops,'Tommy Hilfiger',Blazer,M,Purple,All-Season,Medium,Medium,Medium,Teen,Medium,'High Sales'
Athleisure,Gucci,Blazer,M,Pink,Summer,Medium,Medium,Low,Adult,Medium,'High Sales'
Athleisure,'Calvin Klein',Blazer,XL,Blue,Winter,Medium,High,Medium,Elder,High,'High Sales'
Outerwear,Levi’s,Saree,M,Green,Winter,Medium,High,High,Adult,Low,'High Sales'
Outerwear,H&M,'Track Pants',XL,Purple,All-Season,Medium,Medium,Medium,Teen,Low,'High Sales'
Outerwear,Nike,Jumpsuit,L,Blue,Summer,Medium,High,Low,Elder,High,'High Sales'
Outerwear,Wrangler,Jeans,XL,Yellow,Winter,Medium,Medium,High,Elder,Low,'High Sales'
Bottoms,GAP,Kurta,XL,Orange,All-Season,Medium,Medium,Medium,Senior,Medium,'High Sales'
Tops,H&M,T-Shirt,XL,Purple,All-Season,Medium,Medium,High,Elder,Low,'High Sales'
Bottoms,'Forever 21','Formal Shirt',M,Black,All-Season,Medium,High,Low,Elder,Medium,'High Sales'
Outerwear,'Forever 21',Shorts,XXL,Purple,All-Season,Medium,High,Low,Elder,Medium,'High Sales'
'Traditional Wear','Forever 21',Jacket,S,Green,All-Season,Medium,Medium,High,Teen,Low,'High Sales'
'Traditional Wear',Balenciaga,Kurta,S,Orange,All-Season,Medium,Medium,Low,Adult,Medium,'High Sales'
Athleisure,'Forever 21',Jeans,L,Black,All-Season,Medium,Medium,High,Elder,Low,'High Sales'
'Traditional Wear',H&M,Trousers,M,Black,Winter,High,High,Low,Elder,Medium,'High Sales'
Bottoms,GAP,'Casual Shirt',S,White,Winter,Medium,Medium,High,Adult,Low,'High Sales'
Bottoms,'Calvin Klein',Tops,S,Blue,Winter,Medium,High,Low,Elder,Low,'High Sales'
Outerwear,Wrangler,'Casual Shirt',M,White,Summer,Medium,Medium,Medium,Adult,Low,'High Sales'
'Traditional Wear','Under Armour',Sweatshirt,M,Blue,Winter,Medium,High,Medium,Senior,Low,'High Sales'
'Traditional Wear',H&M,Dress,S,White,All-Season,Medium,High,High,Teen,Low,'High Sales'
Tops,Diesel,Kurta,M,Green,Summer,Medium,Medium,Low,Elder,Medium,'High Sales'
Bottoms,Zara,Leggings,XXL,Pink,All-Season,Medium,High,Low,Adult,Medium,'High Sales'
Bottoms,H&M,Trousers,XXL,White,Summer,Medium,High,Medium,Senior,High,'High Sales'
Outerwear,Levi’s,Jacket,XL,Red,All-Season,Medium,High,Low,Elder,Low,'High Sales'
Athleisure,Zara,Trousers,S,Pink,Summer,Medium,Medium,Medium,Adult,High,'High Sales'
Bottoms,'Tommy Hilfiger',Trousers,L,Pink,Winter,Medium,High,Low,Senior,High,'High Sales'
Athleisure,Uniqlo,Sweatshirt,XL,Green,Winter,High,High,Low,Teen,Low,'High Sales'
Tops,Versace,Shorts,M,Black,All-Season,Medium,High,High,Adult,Medium,'High Sales'
Outerwear,H&M,Tops,S,Purple,All-Season,Medium,Medium,Medium,Adult,High,'High Sales'
Athleisure,Zara,'Formal Shirt',S,Orange,All-Season,Medium,Medium,Medium,Teen,Medium,'High Sales'
Tops,Levi’s,Palazzo,XXL,Purple,Winter,Low,Medium,Medium,Senior,High,'High Sales'
Bottoms,'Under Armour',T-Shirt,XL,Red,Winter,Medium,Medium,High,Teen,Medium,'High Sales'
Outerwear,'Tommy Hilfiger',Jacket,L,Yellow,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Outerwear,'Louis Vuitton',Kurta,L,Green,Winter,Medium,Medium,High,Teen,Low,'High Sales'
Bottoms,GAP,'Polo Shirt',M,White,Winter,Medium,Medium,High,Elder,Low,'High Sales'
Athleisure,Adidas,'Casual Shirt',XL,Purple,Winter,Medium,High,High,Senior,Medium,'High Sales'
Tops,Versace,Shorts,XXL,Blue,All-Season,Medium,High,Medium,Elder,Low,'High Sales'
Bottoms,Adidas,Dress,S,White,Winter,Medium,High,Medium,Adult,Low,'High Sales'
'Traditional Wear',Levi’s,Tops,XL,Yellow,All-Season,Medium,Medium,Medium,Elder,Medium,'High Sales'
Outerwear,Balenciaga,'Polo Shirt',M,White,Summer,Medium,Medium,Low,Elder,Medium,'High Sales'
'Traditional Wear','Calvin Klein',Jeans,S,Pink,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Gucci,Sweatshirt,XL,Orange,Summer,Medium,High,Low,Elder,Medium,'High Sales'
Bottoms,Gucci,'Track Pants',XXL,Red,Summer,Medium,High,Medium,Adult,Medium,'High Sales'
Bottoms,Nike,Skirt,S,Yellow,Winter,Medium,High,Low,Teen,Low,'High Sales'
Tops,Puma,Sweatshirt,M,Yellow,Summer,Medium,Low,Medium,Elder,Medium,'High Sales'
Athleisure,Diesel,Blazer,XXL,Yellow,Summer,Medium,High,High,Senior,High,'High Sales'
Bottoms,'Under Armour',Palazzo,XXL,Pink,Winter,Low,Medium,Medium,Senior,Low,'High Sales'
Tops,Nike,Leggings,XL,Black,Summer,Medium,High,Medium,Adult,Medium,'High Sales'
Tops,'Forever 21',Jacket,XL,Red,Summer,Medium,Medium,Medium,Senior,Medium,'High Sales'
Outerwear,Versace,'Track Pants',M,White,Summer,Medium,'Very High',Medium,Senior,Low,'High Sales'
Bottoms,'Under Armour',Dress,M,Pink,Winter,Medium,High,Low,Senior,Low,'High Sales'
Outerwear,Adidas,Skirt,S,Orange,All-Season,Low,Medium,Low,Elder,Low,'High Sales'
Athleisure,'Louis Vuitton',Leggings,L,Orange,Summer,Low,High,Low,Teen,High,'High Sales'
Tops,'Under Armour',Sweatshirt,L,White,Winter,Medium,Medium,Low,Teen,High,'High Sales'
'Traditional Wear',Wrangler,T-Shirt,XL,Orange,All-Season,Medium,Medium,Low,Adult,Low,'High Sales'
Tops,'Forever 21',T-Shirt,XXL,Green,All-Season,Medium,Medium,Low,Teen,Medium,'High Sales'
Tops,'Calvin Klein',Palazzo,L,Pink,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
Tops,'Tommy Hilfiger',Sweatshirt,S,Pink,Summer,Medium,Medium,Low,Senior,Medium,'High Sales'
Athleisure,Uniqlo,Kurta,XL,White,All-Season,Medium,Medium,Low,Teen,Low,'High Sales'
Tops,'Ralph Lauren',Blazer,M,Black,Winter,High,Medium,Low,Senior,Low,'High Sales'
Outerwear,Balenciaga,'Formal Shirt',S,Black,Summer,Medium,Medium,Low,Elder,High,'High Sales'
Outerwear,Versace,'Formal Shirt',XXL,Purple,All-Season,Medium,Medium,High,Adult,Medium,'High Sales'
Outerwear,Uniqlo,Skirt,M,Pink,Summer,Medium,Medium,Low,Senior,Low,'High Sales'
Bottoms,'Forever 21',Saree,XXL,Blue,Winter,Medium,Medium,High,Senior,Medium,'High Sales'
Outerwear,'Tommy Hilfiger',Skirt,M,White,All-Season,Medium,Medium,Medium,Elder,Low,'High Sales'
Outerwear,'Calvin Klein','Casual Shirt',S,Purple,Summer,Low,High,Low,Teen,High,'High Sales'
'Traditional Wear','Under Armour',Kurta,L,Blue,Winter,Medium,Medium,High,Elder,Low,'High Sales'
Athleisure,Gucci,'Casual Shirt',S,Black,All-Season,Low,Medium,Medium,Teen,Low,'High Sales'
Athleisure,Puma,'Track Pants',XXL,Black,All-Season,High,High,Low,Teen,Low,'High Sales'
'Traditional Wear',Nike,Tops,XL,Orange,Winter,Low,Medium,High,Teen,Medium,'High Sales'
Tops,GAP,'Polo Shirt',M,Yellow,Summer,Medium,High,High,Adult,High,'High Sales'
Tops,'Louis Vuitton',Hoodie,S,Green,Winter,Medium,High,Low,Teen,Low,'High Sales'
Bottoms,H&M,Jeans,S,Orange,Summer,High,High,High,Elder,Low,'High Sales'
'Traditional Wear',Gucci,Palazzo,S,White,Winter,Medium,'Very High',Medium,Teen,High,'High Sales'
Outerwear,'Louis Vuitton',Trousers,S,Red,Winter,Medium,High,Medium,Elder,Medium,'High Sales'
Outerwear,'Ralph Lauren',Trousers,L,Black,Winter,Low,High,Medium,Adult,High,'High Sales'
'Traditional Wear','Ralph Lauren',T-Shirt,XXL,Purple,Summer,Medium,Medium,High,Senior,Low,'High Sales'
Tops,Reebok,Trousers,XXL,Blue,All-Season,Medium,Medium,High,Teen,Medium,'High Sales'
'Traditional Wear',Levi’s,Jeans,S,Orange,All-Season,Medium,High,Medium,Adult,Low,'High Sales'
Tops,Levi’s,'Casual Shirt',XXL,Green,Summer,Medium,Medium,Medium,Senior,Medium,'High Sales'
'Traditional Wear',Adidas,Palazzo,L,Pink,All-Season,Medium,Medium,Medium,Adult,Medium,'High Sales'
Outerwear,H&M,Hoodie,L,Green,Winter,Medium,Medium,Medium,Elder,Low,'High Sales'
Tops,'Under Armour',Jumpsuit,XXL,Black,Winter,Low,High,High,Elder,Medium,'High Sales'
Athleisure,Diesel,Shorts,M,Orange,Winter,Medium,Medium,Medium,Elder,High,'High Sales'
Athleisure,H&M,Jumpsuit,M,Pink,Winter,High,High,Low,Elder,Low,'High Sales'
Athleisure,'Louis Vuitton','Polo Shirt',XL,Red,Winter,Low,Medium,Medium,Teen,Low,'High Sales'
Athleisure,Wrangler,Jumpsuit,XL,Blue,Winter,Medium,High,High,Elder,Medium,'High Sales'
Bottoms,'Calvin Klein',Kurta,L,Green,Summer,Medium,High,Medium,Teen,Low,'High Sales'
'Traditional Wear',Versace,Leggings,M,Black,Winter,Medium,Medium,Low,Adult,High,'High Sales'
Tops,GAP,Dress,L,Orange,All-Season,Medium,High,High,Teen,Medium,'High Sales'
Tops,Nike,Jumpsuit,XL,Black,All-Season,Medium,High,High,Adult,Medium,'High Sales'
Outerwear,Wrangler,Jacket,M,Yellow,Summer,Medium,Medium,High,Senior,High,'High Sales'
Athleisure,Levi’s,Kurta,S,Yellow,All-Season,Medium,Medium,High,Adult,High,'High Sales'
'Traditional Wear','Forever 21',Tops,XL,Black,Winter,Low,High,Low,Adult,Low,'High Sales'
Athleisure,'Ralph Lauren',Hoodie,XL,Purple,All-Season,Medium,High,Medium,Elder,Low,'High Sales'
Tops,Uniqlo,'Formal Shirt',L,Green,Summer,Medium,High,Medium,Elder,Low,'High Sales'
Outerwear,'Ralph Lauren',Leggings,M,Orange,All-Season,Medium,Medium,High,Senior,Medium,'High Sales'
'Traditional Wear','Forever 21',Jumpsuit,M,Yellow,Summer,Medium,High,Medium,Elder,Medium,'High Sales'
Bottoms,Nike,Saree,L,Black,Winter,Medium,Medium,Low,Senior,Medium,'High Sales'
Bottoms,'Forever 21',Dress,M,Green,Summer,Medium,High,Medium,Adult,Medium,'High Sales'
Outerwear,Uniqlo,Saree,L,Red,Summer,Medium,Medium,Medium,Teen,High,'High Sales'
Bottoms,Nike,Dress,XL,Orange,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
Bottoms,Balenciaga,Palazzo,M,Blue,All-Season,Medium,High,High,Adult,Medium,'High Sales'
Athleisure,'Calvin Klein','Track Pants',XL,Green,Winter,Medium,High,Low,Adult,High,'High Sales'
Tops,'Ralph Lauren',Trousers,M,Black,Summer,Medium,Medium,High,Senior,High,'High Sales'
Athleisure,GAP,Skirt,L,Green,Winter,Low,Medium,Low,Elder,Medium,'High Sales'
Bottoms,'Forever 21',Blazer,S,Pink,Winter,Medium,High,Medium,Elder,Medium,'High Sales'
Tops,Reebok,Dress,L,Purple,Winter,Medium,High,Low,Teen,Low,'High Sales'
Athleisure,Levi’s,'Polo Shirt',S,Purple,Winter,Medium,Medium,Medium,Teen,Low,'High Sales'
Bottoms,GAP,Sweatshirt,XL,Pink,Winter,High,Medium,High,Adult,High,'High Sales'
Tops,Levi’s,'Polo Shirt',L,Purple,Winter,Medium,Medium,Low,Senior,High,'High Sales'
Athleisure,Levi’s,'Polo Shirt',S,Pink,All-Season,Medium,Medium,Medium,Elder,High,'High Sales'
Outerwear,Adidas,Tops,XXL,Red,Winter,Medium,Medium,Medium,Teen,High,'High Sales'
Outerwear,Adidas,Skirt,S,Yellow,All-Season,Medium,High,Medium,Elder,High,'High Sales'
Athleisure,Puma,Jumpsuit,XL,Purple,Summer,Medium,Medium,High,Senior,High,'High Sales'
'Traditional Wear','Forever 21','Track Pants',M,Blue,Summer,Medium,High,High,Elder,Medium,'High Sales'
Athleisure,Nike,Shorts,S,Red,Winter,Medium,High,Low,Senior,Medium,'High Sales'
Outerwear,'Under Armour',T-Shirt,L,Blue,Summer,Medium,Medium,Medium,Teen,Low,'High Sales'
Athleisure,'Forever 21',Hoodie,M,Green,Summer,Medium,Medium,Low,Elder,High,'High Sales'
Bottoms,Levi’s,Leggings,M,Black,All-Season,Medium,Medium,High,Senior,Medium,'High Sales'
Tops,'Louis Vuitton',Blazer,XXL,Pink,Winter,Low,Medium,High,Teen,Low,'High Sales'
Athleisure,'Ralph Lauren',Dress,XL,Blue,Summer,Medium,Medium,Low,Teen,Low,'High Sales'
Outerwear,Levi’s,Dress,M,Green,Summer,Medium,Medium,High,Elder,High,'High Sales'
Bottoms,Uniqlo,Kurta,XXL,Orange,Winter,Medium,Medium,Medium,Senior,Low,'High Sales'
Athleisure,Versace,T-Shirt,S,Green,Summer,Medium,Medium,Medium,Teen,Medium,'High Sales'
Tops,GAP,Palazzo,M,White,Winter,Low,Medium,Medium,Adult,Medium,'High Sales'
'Traditional Wear',Gucci,Leggings,M,Yellow,Summer,Medium,Medium,Medium,Teen,Low,'High Sales'
'Traditional Wear','Calvin Klein',T-Shirt,XXL,Black,Summer,Medium,Medium,High,Adult,High,'High Sales'
Athleisure,Wrangler,Jacket,M,Purple,Summer,Medium,High,Low,Senior,Low,'High Sales'
Athleisure,Zara,'Track Pants',M,White,Summer,Medium,High,Low,Adult,Medium,'High Sales'
Outerwear,Versace,'Polo Shirt',M,Pink,Summer,Medium,Medium,Low,Elder,High,'High Sales'
'Traditional Wear',Adidas,'Casual Shirt',XL,Red,Winter,Medium,Medium,Medium,Adult,Low,'High Sales'
Outerwear,Balenciaga,Saree,XXL,Black,Summer,Medium,High,High,Elder,Medium,'High Sales'
'Traditional Wear',Versace,Trousers,XXL,Purple,Summer,Medium,High,High,Adult,High,'High Sales'
Athleisure,'Ralph Lauren',Trousers,L,Black,Summer,Medium,Medium,Medium,Senior,Low,'High Sales'
Athleisure,'Tommy Hilfiger',Kurta,M,Yellow,Summer,Medium,Medium,Medium,Senior,Low,'High Sales'
Bottoms,Versace,Trousers,L,Black,Winter,Medium,Medium,Medium,Elder,High,'High Sales'
Outerwear,H&M,Dress,S,Blue,All-Season,Medium,Medium,High,Adult,Low,'High Sales'
Athleisure,'Louis Vuitton',Sweatshirt,XL,White,Summer,Medium,High,High,Teen,Low,'High Sales'
'Traditional Wear',Uniqlo,Jeans,M,Purple,Winter,Low,Medium,Low,Elder,Low,'High Sales'
Outerwear,Balenciaga,'Formal Shirt',XXL,Orange,All-Season,Medium,Medium,High,Teen,Low,'High Sales'
Bottoms,GAP,'Polo Shirt',L,Pink,All-Season,Medium,Medium,Low,Teen,Medium,'High Sales'
Bottoms,Nike,Palazzo,S,Orange,Summer,Medium,Medium,High,Teen,Low,'High Sales'
Bottoms,'Forever 21',Trousers,S,Red,Summer,Medium,High,Medium,Senior,High,'High Sales'
Athleisure,Wrangler,Skirt,L,White,All-Season,Medium,Medium,Low,Senior,Low,'High Sales'
'Traditional Wear',Versace,Leggings,S,Black,Winter,Medium,High,Low,Senior,High,'High Sales'
Outerwear,Uniqlo,'Casual Shirt',S,White,Summer,Medium,Medium,High,Elder,Medium,'High Sales'
Tops,Reebok,Tops,S,Purple,All-Season,Medium,High,Low,Teen,Low,'High Sales'
Athleisure,'Under Armour',Kurta,L,Red,All-Season,Medium,Medium,Medium,Adult,Low,'High Sales'
'Traditional Wear',Gucci,Leggings,XXL,Green,Winter,Low,Medium,High,Teen,Low,'High Sales'
Outerwear,'Forever 21','Formal Shirt',M,White,Summer,Medium,High,High,Adult,Low,'High Sales'
Athleisure,GAP,Skirt,S,Yellow,Summer,Medium,High,High,Adult,Medium,'High Sales'
Outerwear,'Forever 21','Formal Shirt',L,Yellow,Winter,Medium,Medium,Low,Senior,Low,'High Sales'
Tops,Uniqlo,Saree,XL,Green,All-Season,Medium,Medium,Medium,Senior,Medium,'High Sales'
Outerwear,Nike,Palazzo,XXL,Green,Summer,Medium,High,Medium,Elder,Medium,'High Sales'
Athleisure,Reebok,'Formal Shirt',S,Pink,All-Season,Medium,High,High,Senior,Low,'High Sales'
Outerwear,Reebok,Jeans,M,Yellow,All-Season,Low,Medium,Medium,Elder,High,'High Sales'
Tops,Nike,Leggings,XXL,White,Summer,Medium,Medium,High,Teen,Medium,'High Sales'
Bottoms,Balenciaga,Jeans,XL,Black,All-Season,Medium,High,Low,Elder,Low,'High Sales'
Outerwear,'Under Armour','Formal Shirt',S,White,Winter,Medium,Medium,Low,Elder,Low,'High Sales'
Athleisure,GAP,Trousers,L,Green,Winter,Medium,Medium,Medium,Adult,Low,'High Sales'
Bottoms,'Ralph Lauren',Hoodie,M,Green,All-Season,Medium,Low,Low,Teen,Medium,'High Sales'
Outerwear,Versace,Jeans,XL,Blue,All-Season,Medium,High,High,Senior,Low,'High Sales'
Athleisure,H&M,Tops,XL,Purple,All-Season,Medium,High,High,Teen,High,'High Sales'
Tops,Diesel,Shorts,M,Red,All-Season,Medium,Medium,High,Teen,High,'High Sales'
Athleisure,'Ralph Lauren',Hoodie,S,Orange,All-Season,Medium,'Very High',Medium,Senior,Medium,'High Sales'
Bottoms,'Tommy Hilfiger',Trousers,L,Orange,All-Season,Medium,High,High,Elder,Low,'High Sales'
Tops,Balenciaga,'Casual Shirt',XXL,Yellow,Winter,Medium,High,Medium,Elder,High,'High Sales'
'Traditional Wear','Calvin Klein',T-Shirt,XL,Pink,Summer,High,High,Medium,Elder,Low,'High Sales'
Athleisure,Puma,'Polo Shirt',XXL,Purple,Winter,Medium,Medium,Low,Adult,High,'High Sales'
Outerwear,Adidas,'Casual Shirt',M,Purple,All-Season,Medium,Medium,Low,Elder,Medium,'High Sales'
Tops,Versace,Jacket,XXL,White,Winter,Medium,Medium,Low,Adult,Medium,'High Sales'
Tops,Wrangler,Kurta,XL,Pink,Winter,Medium,Medium,High,Senior,Low,'High Sales'
Outerwear,Wrangler,'Track Pants',S,Pink,Summer,Medium,High,High,Senior,High,'High Sales'
'Traditional Wear',Versace,Kurta,L,Black,Winter,Medium,Medium,Low,Adult,Medium,'High Sales'
Bottoms,Levi’s,Trousers,M,Green,All-Season,Medium,Low,Medium,Senior,Medium,'High Sales'
'Traditional Wear','Ralph Lauren',Shorts,XXL,Black,Winter,Medium,Medium,High,Senior,Medium,'High Sales'
'Traditional Wear',Nike,'Casual Shirt',XXL,Yellow,All-Season,Medium,Medium,High,Elder,High,'High Sales'
Bottoms,'Forever 21',Hoodie,L,Green,Winter,Medium,Medium,Medium,Elder,Low,'High Sales'
Outerwear,Adidas,Saree,S,Pink,Summer,Medium,Medium,Low,Teen,High,'High Sales'
Outerwear,Reebok,Sweatshirt,S,Red,Summer,Medium,High,Medium,Teen,Medium,'High Sales'
Bottoms,'Calvin Klein',Jeans,S,Orange,All-Season,Low,Medium,High,Adult,Medium,'High Sales'
Outerwear,Uniqlo,Jeans,S,Orange,Winter,Medium,High,Medium,Teen,High,'High Sales'
Tops,Nike,Jumpsuit,XXL,Purple,Summer,Medium,Medium,Low,Senior,High,'High Sales'
Tops,Nike,Dress,XL,White,Summer,Low,High,Low,Elder,Low,'High Sales'
Tops,Balenciaga,Kurta,M,White,All-Season,Low,High,Low,Senior,Low,'High Sales'
Athleisure,'Ralph Lauren',Leggings,M,Red,All-Season,Medium,Medium,Medium,Teen,Low,'High Sales'
'Traditional Wear',Adidas,Jeans,M,Blue,Summer,Medium,High,High,Senior,Medium,'High Sales'
Outerwear,Adidas,Palazzo,S,Red,All-Season,Low,Medium,Medium,Elder,Medium,'High Sales'
Bottoms,Wrangler,'Casual Shirt',M,Green,Summer,High,Medium,Medium,Teen,Medium,'High Sales'
'Traditional Wear',Versace,'Track Pants',S,Black,Summer,Medium,Medium,High,Teen,Low,'High Sales'
Outerwear,'Under Armour',Jacket,M,Purple,Winter,Medium,Medium,Medium,Senior,High,'High Sales'
Tops,'Tommy Hilfiger',Skirt,M,Red,Summer,Medium,High,Medium,Elder,High,'High Sales'
Bottoms,Nike,Jeans,XXL,Orange,Summer,Medium,Medium,Medium,Teen,Low,'High Sales'
Bottoms,Gucci,Dress,M,Black,Winter,Medium,Medium,High,Teen,Low,'High Sales'
Athleisure,Puma,Shorts,M,Yellow,All-Season,Low,High,Medium,Adult,Low,'High Sales'
Bottoms,Versace,Dress,L,Yellow,All-Season,Medium,High,Low,Elder,High,'High Sales'
Athleisure,Gucci,Dress,S,Yellow,Winter,Medium,Medium,Low,Elder,Medium,'High Sales'
Tops,'Tommy Hilfiger',Dress,XXL,Yellow,Winter,Medium,High,Medium,Elder,High,'High Sales'
Bottoms,Reebok,Saree,XXL,Pink,All-Season,Medium,High,Medium,Teen,High,'High Sales'
'Traditional Wear',Uniqlo,Jacket,XXL,Pink,All-Season,Medium,High,Medium,Senior,Medium,'High Sales'
Outerwear,Diesel,Sweatshirt,L,Yellow,All-Season,Medium,High,Low,Teen,Low,'High Sales'
'Traditional Wear',H&M,Saree,L,White,Winter,Medium,High,Medium,Senior,Low,'High Sales'
Athleisure,GAP,'Formal Shirt',L,White,Winter,Medium,High,Low,Teen,Low,'High Sales'
Bottoms,'Under Armour',Jumpsuit,S,Yellow,Winter,Medium,Medium,High,Adult,Medium,'High Sales'
Outerwear,Wrangler,Dress,M,Purple,All-Season,Medium,Medium,Medium,Teen,Low,'High Sales'
Outerwear,Wrangler,Tops,M,Orange,Winter,Medium,High,High,Elder,Medium,'High Sales'
Outerwear,Nike,T-Shirt,XL,Yellow,All-Season,Medium,Medium,Low,Teen,Medium,'High Sales'
Tops,Adidas,Tops,S,Red,Winter,Medium,High,Medium,Senior,Medium,'High Sales'
'Traditional Wear','Calvin Klein',Trousers,XXL,Green,Winter,Medium,Medium,Medium,Teen,Medium,'High Sales'
Outerwear,Adidas,Blazer,S,Green,Winter,Medium,Medium,Low,Elder,High,'High Sales'
